395.5;158.5
395.12;158.9
394.12;159.93
392.74;161.34
391.2;162.88
389.72;164.3
388.53;165.47
387.73;166.89
387.18;168.49
386.68;170.1
386.06;171.6
385.15;172.92
383.97;174.06
382.78;175.23
381.66;176.43
380.46;177.53
379.12;178.46
377.72;179.35
376.38;180.33
375.02;181.24
373.5;181.85
371.92;182.33
370.49;183.08
369.16;184.06
367.73;184.92
366.16;185.43
364.5;185.48
362.85;185.44
361.37;185.98
360.04;187.02
358.76;188.14
357.41;189.08
355.89;189.69
354.28;190.14
352.94;190.94
351.95;192.24
351.07;193.71
350.04;195.0
348.78;196.13
347.52;197.34
346.66;198.73
346.54;200.37
346.64;202.05
345.76;203.31
344.53;204.45
344.28;206.01
344.52;207.73
344.45;209.27
343.88;210.72
342.71;212.27
341.5;213.5
