186.5;295.5
187.5;296.5073127746582
187.5;298.0219612121582
188.27423858642578;299.2742385864258
188.50127029418945;300.50127029418945
189.5;301.51795959472656
189.5;303.065731048584
190.30019760131836;304.30019760131836
190.5050048828125;305.5050048828125
191.5;306.53293228149414
191.8596954345703;307.85969161987305
192.5;309.181396484375
193.3648223876953;310.3648223876953
194.4005126953125;311.40051651000977
195.4315948486328;312.4315986633301
195.57573699951172;313.575740814209
196.5;314.70195388793945
197.04877471923828;316.04877853393555
197.5;317.39921951293945
198.47006225585938;318.47006607055664
198.5;319.7390823364258
199.0796127319336;321.0796089172363
199.5;322.4253692626953
200.48056030273438;323.4805603027344
200.65131378173828;324.6513137817383
201.5;325.8484420776367
202.16161346435547;327.16161346435547
202.5;328.47821044921875
202.6749725341797;329.6749725341797
203.5;330.89100646972656
203.5;332.4670867919922
204.49500274658203;333.49500274658203
204.69983673095703;334.69983673095703
205.5;335.934326171875
206.21949768066406;337.21949768066406
206.5;338.4974822998047
206.5;339.90331268310547
207.19913482666016;341.19913482666016
207.5;342.4926986694336
207.5;343.8726348876953
207.5;345.4594192504883
207.5;346.7723846435547
207.5;348.4031295776367
208.47168731689453;349.47168731689453
208.5;350.74452209472656
208.5;352.38282775878906
209.463134765625;353.463134765625
209.6167984008789;354.6167984008789
210.5;355.7837600708008
210.5;357.41080474853516
211.4748077392578;358.4748077392578
211.5;359.7555465698242
212.09272003173828;361.0927200317383
212.5;362.4355239868164
213.4843978881836;363.4843978881836
213.6612777709961;364.6612777709961
214.5;365.8665313720703
215.17420959472656;367.17420959472656
215.5;368.4838409423828
215.5;369.83641052246094
216.15310668945312;371.1531066894531
216.5;372.4739990234375
216.66806030273438;373.6680603027344
217.5;374.8787078857422
217.5;376.4620361328125
218.49349212646484;377.49349212646484
218.5;378.848388671875
219.1615753173828;380.1615753173828
219.5;381.4781951904297
220.49790954589844;382.49790954589844
220.7182388305664;383.7182388305664
221.5;384.96551513671875
222.23943328857422;386.2394332885742
222.5;387.49979400634766
223.5;388.50511169433594
223.5;390.00941467285156
224.26663970947266;391.2666473388672
224.50064849853516;392.5006561279297
225.5;393.51446533203125
225.5;395.0532684326172
225.5;396.5
