110.5;302.5
111.59;302.82
113.6;303.54
115.13;304.4
116.31;305.34
117.54;306.35
118.75;307.49
119.67;308.82
120.2;310.35
120.63;311.94
121.15;313.48
121.67;315.01
122.16;316.56
122.74;318.09
123.32;319.62
123.52;321.21
123.45;322.85
123.75;324.43
124.34;325.95
124.62;327.53
124.53;329.17
124.39;330.82
124.49;332.43
124.99;333.97
125.5;335.51
125.61;337.12
125.47;338.77
125.37;340.41
125.64;341.99
126.23;343.52
126.55;345.1
126.47;346.73
126.67;348.32
127.25;349.85
127.78;351.41
128.26;352.96
129.04;354.37
130.01;355.69
130.76;357.12
131.22;358.68
131.83;360.18
132.73;361.53
133.76;362.82
134.82;364.08
136.01;365.17
137.45;365.97
139.03;366.43
140.52;366.56
142.19;366.51
144.32;366.49
145.5;366.5
