174.5;283.5
173.46;284.09
171.05;285.36
168.37;286.55
166.17;287.26
164.18;288.16
162.37;289.65
160.84;291.5
159.05;292.62
156.73;292.53
154.42;292.37
152.24;292.93
150.06;293.56
147.78;293.5
145.48;293.59
143.3;293.09
141.1;292.47
138.81;292.55
136.86;291.54
134.95;290.21
132.76;289.56
130.53;288.98
128.61;287.84
127.05;286.15
125.52;284.43
123.89;282.86
122.21;281.31
120.63;279.66
119.31;277.81
118.11;275.88
116.85;273.98
115.49;272.14
114.36;270.18
113.65;268.01
112.93;265.85
112.29;263.66
111.51;261.52
110.06;259.67
109.47;257.59
109.44;255.31
108.05;253.45
107.4;251.39
107.42;249.07
106.14;247.17
105.25;245.27
105.55;242.87
105.5;240.61
105.49;238.3
105.5;236.18
105.5;233.53
105.5;231.5
