105.5;259.5
105.11;258.56
104.16;256.31
102.99;253.61
101.96;251.27
101.49;249.22
101.55;246.99
100.94;244.86
100.44;242.74
100.5;240.51
99.9;238.4
99.01;236.33
98.46;234.2
98.46;231.99
98.61;229.75
98.23;227.6
97.5;225.5
97.41;223.31
97.67;221.02
97.22;218.94
95.85;217.15
95.3;215.1
95.61;212.79
95.54;210.6
94.29;208.76
93.35;206.83
93.49;204.57
93.6;202.34
93.14;200.2
92.36;198.11
91.68;196.01
90.9;193.92
90.42;191.79
90.5;189.56
90.58;187.33
90.17;185.19
89.33;183.11
88.6;181.01
88.41;178.83
88.58;176.59
88.47;174.39
87.71;172.3
87.47;170.13
87.4;167.92
86.64;165.83
85.86;163.76
85.28;161.59
84.52;159.53
83.15;157.9
82.39;155.47
82.5;153.5
